41,Periph/cranial nerve & other nerv syst proc w CC or periph neurostim,NEUROSURGERY
42,Periph & cranial nerve & other nerv syst proc w/o CC/MCC,NEUROSURGERY
52,Spinal disorders & injuries w CC/MCC,NEUROLOGY
53,Spinal disorders & injuries w/o CC/MCC,NEUROLOGY
54,Nervous system neoplasms w MCC,ONCOLOGY/HEMATOLOGY
55,Nervous system neoplasms w/o MCC,ONCOLOGY/HEMATOLOGY
56,Degenerative nervous system disorders w MCC,NEUROLOGY
57,Degenerative nervous system disorders w/o MCC,NEUROLOGY
58,Multiple sclerosis & cerebellar ataxia w MCC,NEUROLOGY
59,Multiple sclerosis & cerebellar ataxia w CC,NEUROLOGY
60,Multiple sclerosis & cerebellar ataxia w/o CC/MCC,NEUROLOGY
61,Acute ischemic stroke w use of thrombolytic agent w MCC,NEUROLOGY
62,Acute ischemic stroke w use of thrombolytic agent w CC,NEUROLOGY
63,Acute ischemic stroke w use of thrombolytic agent w/o CC/MCC,NEUROLOGY
64,Intracranial hemorrhage or cerebral infarction w MCC,NEUROLOGY
65,Intracranial hemorrhage or cerebral infarction w CC,NEUROLOGY
66,Intracranial hemorrhage or cerebral infarction w/o CC/MCC,NEUROLOGY
67,Nonspecific cva & precerebral occlusion w/o infarct w MCC,NEUROLOGY
68,Nonspecific cva & precerebral occlusion w/o infarct w/o MCC,NEUROLOGY
69,Transient ischemia,NEUROLOGY
70,Nonspecific cerebrovascular disorders w MCC,NEUROLOGY
71,Nonspecific cerebrovascular disorders w CC,NEUROLOGY
72,Nonspecific cerebrovascular disorders w/o CC/MCC,NEUROLOGY
73,Cranial & peripheral nerve disorders w MCC,NEUROLOGY
74,Cranial & peripheral nerve disorders w/o MCC,NEUROLOGY
75,Viral meningitis w CC/MCC,NEUROLOGY
76,Viral meningitis w/o CC/MCC,NEUROLOGY
77,Hypertensive encephalopathy w MCC,NEUROLOGY
78,Hypertensive encephalopathy w CC,NEUROLOGY
79,Hypertensive encephalopathy w/o CC/MCC,NEUROLOGY
80,Nontraumatic stupor & coma w MCC,NEUROLOGY
81,Nontraumatic stupor & coma w/o MCC,NEUROLOGY
82,"Traumatic stupor & coma, coma >1 hr w MCC",NEUROSURGERY
83,"Traumatic stupor & coma, coma >1 hr w CC",NEUROSURGERY
84,"Traumatic stupor & coma, coma >1 hr w/o CC/MCC",NEUROSURGERY
85,"Traumatic stupor & coma, coma <1 hr w MCC",NEUROSURGERY
86,"Traumatic stupor & coma, coma <1 hr w CC",NEUROSURGERY
87,"Traumatic stupor & coma, coma <1 hr w/o CC/MCC",NEUROSURGERY
88,Concussion w MCC,NEUROLOGY
89,Concussion w CC,NEUROLOGY
90,Concussion w/o CC/MCC,NEUROLOGY
91,Other disorders of nervous system w MCC,NEUROLOGY
92,Other disorders of nervous system w CC,NEUROLOGY
93,Other disorders of nervous system w/o CC/MCC,NEUROLOGY
94,Bacterial & tuberculous infections of nervous system w MCC,NEUROLOGY
95,Bacterial & tuberculous infections of nervous system w CC,NEUROLOGY
96,Bacterial & tuberculous infections of nervous system w/o CC/MCC,NEUROLOGY
97,Non-bacterial infect of nervous sys exc viral meningitis w MCC,NEUROLOGY
98,Non-bacterial infect of nervous sys exc viral meningitis w CC,NEUROLOGY
99,Non-bacterial infect of nervous sys exc viral meningitis w/o CC/MCC,NEUROLOGY
100,Seizures w MCC,NEUROLOGY
101,Seizures w/o MCC,NEUROLOGY
102,Headaches w MCC,NEUROLOGY
103,Headaches w/o MCC,NEUROLOGY
113,Orbital procedures w CC/MCC,OTHER
114,Orbital procedures w/o CC/MCC,OTHER
115,Extraocular procedures except orbit,OTHER
116,Intraocular procedures w CC/MCC,OTHER
117,Intraocular procedures w/o CC/MCC,OTHER
121,Acute major eye infections w CC/MCC,OTHER
122,Acute major eye infections w/o CC/MCC,OTHER
123,Neurological eye disorders,OTHER
124,Other disorders of the eye w  MCC ,OTHER
125,Other disorders of the eye w/o  MCC ,OTHER
129,Major head & neck procedures w CC/MCC or major device,OTHER
130,Major head & neck procedures w/o CC/MCC,OTHER
131,Cranial/facial procedures w CC/MCC,OTHER
132,Cranial/facial procedures w/o CC/MCC,OTHER
133,"Other ear, nose, mouth & throat O.R. procedures w CC/MCC",OTHER
134,"Other ear, nose, mouth & throat O.R. procedures w/o CC/MCC",OTHER
135,Sinus & mastoid procedures w CC/MCC,OTHER
136,Sinus & mastoid procedures w/o CC/MCC,OTHER
137,Mouth procedures w CC/MCC,OTHER
138,Mouth procedures w/o CC/MCC,OTHER
139,Salivary gland procedures,OTHER
146,"Ear, nose, mouth & throat malignancy w MCC",ONCOLOGY/HEMATOLOGY
147,"Ear, nose, mouth & throat malignancy w CC",ONCOLOGY/HEMATOLOGY
148,"Ear, nose, mouth & throat malignancy w/o CC/MCC",ONCOLOGY/HEMATOLOGY
149,Dysequilibrium,OTHER
150,Epistaxis w MCC,OTHER
151,Epistaxis w/o MCC,OTHER
152,Otitis media & URI w MCC,OTHER
153,Otitis media & URI w/o MCC,OTHER
154,Nasal trauma & deformity w MCC,OTHER
155,Nasal trauma & deformity w CC,OTHER
156,Nasal trauma & deformity w/o CC/MCC,OTHER
157,Dental & Oral Diseases w MCC,OTHER
158,Dental & Oral Diseases w CC,OTHER
159,Dental & Oral Diseases w/o CC/MCC,OTHER
163,Major chest procedures w MCC,THORACIC SURGERY
164,Major chest procedures w CC,THORACIC SURGERY
165,Major chest procedures w/o CC/MCC,THORACIC SURGERY
166,Other resp system O.R. procedures w MCC,THORACIC SURGERY
167,Other resp system O.R. procedures w CC,THORACIC SURGERY
168,Other resp system O.R. procedures w/o CC/MCC,THORACIC SURGERY
175,Pulmonary embolism w MCC,PULMONARY
176,Pulmonary embolism w/o MCC,PULMONARY
177,Respiratory infections & inflammations w MCC,PULMONARY
178,Respiratory infections & inflammations w CC,PULMONARY
179,Respiratory infections & inflammations w/o CC/MCC,PULMONARY
180,Respiratory neoplasms w MCC,ONCOLOGY/HEMATOLOGY
181,Respiratory neoplasms w CC,ONCOLOGY/HEMATOLOGY
182,Respiratory neoplasms w/o CC/MCC,ONCOLOGY/HEMATOLOGY
183,Major chest trauma w MCC,THORACIC SURGERY
184,Major chest trauma w CC,THORACIC SURGERY
185,Major chest trauma w/o CC/MCC,THORACIC SURGERY
186,Pleural effusion w MCC,PULMONARY
187,Pleural effusion w CC,PULMONARY
188,Pleural effusion w/o CC/MCC,PULMONARY
189,Pulmonary edema & respiratory failure,PULMONARY
190,Chronic obstructive pulmonary disease w MCC,PULMONARY
191,Chronic obstructive pulmonary disease w CC,PULMONARY
192,Chronic obstructive pulmonary disease w/o CC/MCC,PULMONARY
193,Simple pneumonia & pleurisy w MCC,PULMONARY
194,Simple pneumonia & pleurisy w CC,PULMONARY
195,Simple pneumonia & pleurisy w/o CC/MCC,PULMONARY
196,Interstitial lung disease w MCC,PULMONARY
197,Interstitial lung disease w CC,PULMONARY
198,Interstitial lung disease w/o CC/MCC,PULMONARY
199,Pneumothorax w MCC ,PULMONARY
200,Pneumothorax w CC,PULMONARY
201,Pneumothorax w/o CC/MCC ,PULMONARY
202,Bronchitis & asthma w CC/MCC,PULMONARY
203,Bronchitis & asthma w/o CC/MCC,PULMONARY
204,Respiratory signs & symptoms,PULMONARY
205,Other respiratory system diagnoses w MCC,PULMONARY
206,Other respiratory system diagnoses w/o MCC,PULMONARY
207,Respiratory system diagnosis w ventilator support 96+ hours,PULMONARY
208,Respiratory system diagnosis w ventilator support <96 hours,PULMONARY
215,Other heart assist system implant,OPEN HEART
216,Cardiac valve & oth maj cardiothoracic proc w card cath w MCC,OPEN HEART
217,Cardiac valve & oth maj cardiothoracic proc w card cath w CC,OPEN HEART
218,Cardiac valve & oth maj cardiothoracic proc w card cath w/o CC/MCC,OPEN HEART
219,Cardiac valve & oth maj cardiothoracic proc w/o card cath w MCC,OPEN HEART
220,Cardiac valve & oth maj cardiothoracic proc w/o card cath w CC,OPEN HEART
221,Cardiac valve & oth maj cardiothoracic proc w/o card cath w/o CC/MCC,OPEN HEART
222,Cardiac defib implant w cardiac cath w AMI/HF/shock w MCC,CARDIAC CATHS
223,Cardiac defib implant w cardiac cath w AMI/HF/shock w/o MCC,CARDIAC CATHS
224,Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC,CARDIAC CATHS
225,Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC,CARDIAC CATHS
226,Cardiac defibrillator implant w/o cardiac cath w MCC,CARDIOLOGY
227,Cardiac defibrillator implant w/o cardiac cath w/o MCC,CARDIOLOGY
228,Other cardiothoracic procedures w MCC,OPEN HEART
229,Other cardiothoracic procedures w CC,OPEN HEART
230,Other cardiothoracic procedures w/o CC/MCC,OPEN HEART
231,Coronary bypass w PTCA w MCC,OPEN HEART
232,Coronary bypass w PTCA w/o MCC,OPEN HEART
233,Coronary bypass w cardiac cath w MCC,OPEN HEART
234,Coronary bypass w cardiac cath w/o MCC,OPEN HEART
235,Coronary bypass w/o cardiac cath w MCC,OPEN HEART
236,Coronary bypass w/o cardiac cath w/o MCC,OPEN HEART
237,Major cardiovasc procedures w MCC or thoracic aortic anuerysm repair,VASCULAR SURGERY
238,Major cardiovascular procedures w/o MCC,VASCULAR SURGERY
239,Amputation for circ sys disorders exc upper limb & toe w MCC ,VASCULAR SURGERY
240,Amputation for circ sys disorders exc upper limb & toe w CC,VASCULAR SURGERY
241,Amputation for circ sys disorders exc upper limb & toe w/o CC/MCC ,VASCULAR SURGERY
242,Permanent cardiac pacemaker implant w MCC,CARDIOLOGY
243,Permanent cardiac pacemaker implant w CC,CARDIOLOGY
244,Permanent cardiac pacemaker implant w/o CC/MCC,CARDIOLOGY
245,AICD lead & generator procedures,CARDIOLOGY
246,Perc cardiovasc proc w drug-eluting stent w MCC or 4+ vessels/stents,CARDIOLOGY
247,Perc cardiovasc proc w drug-eluting stent w/o MCC,CARDIOLOGY
248,Perc cardiovasc proc w non-drug-eluting stent w MCC or 4+ ves/stents,CARDIOLOGY
249,Perc cardiovasc proc w non-drug-eluting stent w/o MCC,CARDIOLOGY
250,Perc cardiovasc proc w/o coronary artery stent or AMI w MCC,CARDIOLOGY
251,Perc cardiovasc proc w/o coronary artery stent or AMI w/o MCC,CARDIOLOGY
252,Other vascular procedures w MCC,VASCULAR SURGERY
253,Other vascular procedures w CC,VASCULAR SURGERY
254,Other vascular procedures w/o CC/MCC,VASCULAR SURGERY
255,Upper limb & toe amputation for circ system disorders w MCC,OTHER ORTHOPAEDICS
256,Upper limb & toe amputation for circ system disorders w CC,OTHER ORTHOPAEDICS
257,Upper limb & toe amputation for circ system disorders w/o CC/MCC,OTHER ORTHOPAEDICS
258,Cardiac pacemaker device replacement w MCC,CARDIOLOGY
259,Cardiac pacemaker device replacement w/o MCC,CARDIOLOGY
260,Cardiac pacemaker revision except device replacement w MCC,CARDIOLOGY
261,Cardiac pacemaker revision except device replacement w CC,CARDIOLOGY
262,Cardiac pacemaker revision except device replacement w/o CC/MCC,CARDIOLOGY
263,Vein ligation & stripping,VASCULAR SURGERY
264,Other circulatory system O.R. procedures,VASCULAR SURGERY
280,"Acute myocardial infarction, discharged alive w MCC",CARDIOLOGY
281,"Acute myocardial infarction, discharged alive w CC",CARDIOLOGY
282,"Acute myocardial infarction, discharged alive w/o CC/MCC",CARDIOLOGY
283,"Acute myocardial infarction, expired w MCC",CARDIOLOGY
284,"Acute myocardial infarction, expired w CC",CARDIOLOGY
285,"Acute myocardial infarction, expired w/o CC/MCC",CARDIOLOGY
286,"Circulatory disorders except AMI, w card cath w MCC",CARDIAC CATHS
287,"Circulatory disorders except AMI, w card cath w/o MCC",CARDIAC CATHS
288,Acute & subacute endocarditis w MCC,CARDIOLOGY
289,Acute & subacute endocarditis w CC,CARDIOLOGY
290,Acute & subacute endocarditis w/o CC/MCC,CARDIOLOGY
291,Heart failure & shock w MCC,CARDIOLOGY
292,Heart failure & shock w CC,CARDIOLOGY
293,Heart failure & shock w/o CC/MCC,CARDIOLOGY
294,Deep vein thrombophlebitis w CC/MCC,CARDIOLOGY
295,Deep vein thrombophlebitis w/o CC/MCC,CARDIOLOGY
296,"Cardiac arrest, unexplained w MCC",CARDIOLOGY
297,"Cardiac arrest, unexplained w CC",CARDIOLOGY
298,"Cardiac arrest, unexplained w/o CC/MCC",CARDIOLOGY
299,Peripheral vascular disorders w MCC,CARDIOLOGY
300,Peripheral vascular disorders w CC,CARDIOLOGY
301,Peripheral vascular disorders w/o CC/MCC,CARDIOLOGY
302,Atherosclerosis w MCC,CARDIOLOGY
303,Atherosclerosis w/o MCC,CARDIOLOGY
304,Hypertension w MCC,CARDIOLOGY
305,Hypertension w/o MCC,CARDIOLOGY
306,Cardiac congenital & valvular disorders w MCC,CARDIOLOGY
307,Cardiac congenital & valvular disorders w/o MCC,CARDIOLOGY
308,Cardiac arrhythmia & conduction disorders w MCC,CARDIOLOGY
309,Cardiac arrhythmia & conduction disorders w CC,CARDIOLOGY
310,Cardiac arrhythmia & conduction disorders w/o CC/MCC,CARDIOLOGY
311,Angina pectoris,CARDIOLOGY
312,Syncope & collapse,CARDIOLOGY
313,Chest pain,CARDIOLOGY
314,Other circulatory system diagnoses w MCC,CARDIOLOGY
315,Other circulatory system diagnoses w CC,CARDIOLOGY
316,Other circulatory system diagnoses w/o CC/MCC,CARDIOLOGY
326,"Stomach, esophageal & duodenal proc w MCC",GENERAL SURGERY
327,"Stomach, esophageal & duodenal proc w CC",GENERAL SURGERY
328,"Stomach, esophageal & duodenal proc w/o CC/MCC",GENERAL SURGERY
329,Major small & large bowel procedures w MCC,GENERAL SURGERY
330,Major small & large bowel procedures w CC,GENERAL SURGERY
331,Major small & large bowel procedures w/o CC/MCC,GENERAL SURGERY
332,Rectal resection w MCC,GENERAL SURGERY
333,Rectal resection w CC,GENERAL SURGERY
334,Rectal resection w/o CC/MCC,GENERAL SURGERY
335,Peritoneal adhesiolysis w MCC,GENERAL SURGERY
336,Peritoneal adhesiolysis w CC,GENERAL SURGERY
337,Peritoneal adhesiolysis w/o CC/MCC,GENERAL SURGERY
338,Appendectomy w complicated principal diag w MCC,GENERAL SURGERY
339,Appendectomy w complicated principal diag w CC,GENERAL SURGERY
340,Appendectomy w complicated principal diag w/o CC/MCC,GENERAL SURGERY
341,Appendectomy w/o complicated principal diag w MCC,GENERAL SURGERY
342,Appendectomy w/o complicated principal diag w CC,GENERAL SURGERY
343,Appendectomy w/o complicated principal diag w/o CC/MCC,GENERAL SURGERY
344,Minor small & large bowel procedures w MCC,GENERAL SURGERY
345,Minor small & large bowel procedures w CC,GENERAL SURGERY
346,Minor small & large bowel procedures w/o CC/MCC,GENERAL SURGERY
347,Anal & stomal procedures w MCC,GENERAL SURGERY
348,Anal & stomal procedures w CC,GENERAL SURGERY
349,Anal & stomal procedures w/o CC/MCC,GENERAL SURGERY
350,Inguinal & femoral hernia procedures w MCC,GENERAL SURGERY
351,Inguinal & femoral hernia procedures w CC,GENERAL SURGERY
352,Inguinal & femoral hernia procedures w/o CC/MCC,GENERAL SURGERY
353,Hernia procedures except inguinal & femoral w MCC,GENERAL SURGERY
354,Hernia procedures except inguinal & femoral w CC,GENERAL SURGERY
355,Hernia procedures except inguinal & femoral w/o CC/MCC,GENERAL SURGERY
356,Other digestive system O.R. procedures w MCC,GENERAL SURGERY
357,Other digestive system O.R. procedures w CC,GENERAL SURGERY
358,Other digestive system O.R. procedures w/o CC/MCC,GENERAL SURGERY
368,Major esophageal disorders w MCC,GASTROENTEROLOGY
369,Major esophageal disorders w CC,GASTROENTEROLOGY
370,Major esophageal disorders w/o CC/MCC,GASTROENTEROLOGY
371,Major gastrointestinal disorders & peritoneal infections w MCC,GASTROENTEROLOGY
372,Major gastrointestinal disorders & peritoneal infections w CC,GASTROENTEROLOGY
373,Major gastrointestinal disorders & peritoneal infections w/o CC/MCC,GASTROENTEROLOGY
374,Digestive malignancy w MCC,ONCOLOGY/HEMATOLOGY
375,Digestive malignancy w CC,ONCOLOGY/HEMATOLOGY
376,Digestive malignancy w/o CC/MCC,ONCOLOGY/HEMATOLOGY
377,G.I. hemorrhage w MCC,GASTROENTEROLOGY
378,G.I. hemorrhage w CC,GASTROENTEROLOGY
379,G.I. hemorrhage w/o CC/MCC,GASTROENTEROLOGY
380,Complicated peptic ulcer w MCC,GASTROENTEROLOGY
381,Complicated peptic ulcer w CC,GASTROENTEROLOGY
382,Complicated peptic ulcer w/o CC/MCC,GASTROENTEROLOGY
383,Uncomplicated peptic ulcer w MCC,GASTROENTEROLOGY
384,Uncomplicated peptic ulcer w/o MCC,GASTROENTEROLOGY
385,Inflammatory bowel disease w MCC,GASTROENTEROLOGY
386,Inflammatory bowel disease w CC,GASTROENTEROLOGY
387,Inflammatory bowel disease w/o CC/MCC,GASTROENTEROLOGY
388,G.I. obstruction w MCC,GASTROENTEROLOGY
389,G.I. obstruction w CC,GASTROENTEROLOGY
390,G.I. obstruction w/o CC/MCC,GASTROENTEROLOGY
391,"Esophagitis, gastroent & misc digest disorders w MCC",GASTROENTEROLOGY
392,"Esophagitis, gastroent & misc digest disorders w/o MCC",GASTROENTEROLOGY
393,Other digestive system diagnoses w MCC,GASTROENTEROLOGY
394,Other digestive system diagnoses w CC,GASTROENTEROLOGY
395,Other digestive system diagnoses w/o CC/MCC,GASTROENTEROLOGY
405,"Pancreas, liver & shunt procedures w MCC",GENERAL SURGERY
406,"Pancreas, liver & shunt procedures w CC",GENERAL SURGERY
407,"Pancreas, liver & shunt procedures w/o CC/MCC",GENERAL SURGERY
408,Biliary tract proc except only cholecyst w or w/o c.d.e. w MCC,GENERAL SURGERY
409,Biliary tract proc except only cholecyst w or w/o c.d.e. w CC,GENERAL SURGERY
410,Biliary tract proc except only cholecyst w or w/o c.d.e. w/o CC/MCC,GENERAL SURGERY
411,Cholecystectomy w c.d.e. w MCC,GENERAL SURGERY
412,Cholecystectomy w c.d.e. w CC,GENERAL SURGERY
413,Cholecystectomy w c.d.e. w/o CC/MCC,GENERAL SURGERY
414,Cholecystectomy except by laparoscope w/o c.d.e. w MCC,GENERAL SURGERY
415,Cholecystectomy except by laparoscope w/o c.d.e. w CC,GENERAL SURGERY
416,Cholecystectomy except by laparoscope w/o c.d.e. w/o CC/MCC,GENERAL SURGERY
417,Laparoscopic cholecystectomy w/o c.d.e. w MCC,GENERAL SURGERY
418,Laparoscopic cholecystectomy w/o c.d.e. w CC,GENERAL SURGERY
419,Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC,GENERAL SURGERY
420,Hepatobiliary diagnostic procedures w MCC,GENERAL SURGERY
421,Hepatobiliary diagnostic procedures w CC,GENERAL SURGERY
422,Hepatobiliary diagnostic procedures w/o CC/MCC,GENERAL SURGERY
423,Other hepatobiliary or pancreas O.R. procedures w MCC,GENERAL SURGERY
424,Other hepatobiliary or pancreas O.R. procedures w CC,GENERAL SURGERY
425,Other hepatobiliary or pancreas O.R. procedures w/o CC/MCC,GENERAL SURGERY
432,Cirrhosis & alcoholic hepatitis w MCC,GASTROENTEROLOGY
433,Cirrhosis & alcoholic hepatitis w CC,GASTROENTEROLOGY
434,Cirrhosis & alcoholic hepatitis w/o CC/MCC,GASTROENTEROLOGY
435,Malignancy of hepatobiliary system or pancreas w MCC,ONCOLOGY/HEMATOLOGY
436,Malignancy of hepatobiliary system or pancreas w CC,ONCOLOGY/HEMATOLOGY
437,Malignancy of hepatobiliary system or pancreas w/o CC/MCC,ONCOLOGY/HEMATOLOGY
438,Disorders of pancreas except malignancy w MCC,GASTROENTEROLOGY
439,Disorders of pancreas except malignancy w CC,GASTROENTEROLOGY
440,Disorders of pancreas except malignancy w/o CC/MCC,GASTROENTEROLOGY
441,"Disorders of liver except malig,cirr,alc hepa w MCC",GASTROENTEROLOGY
442,"Disorders of liver except malig,cirr,alc hepa w CC",GASTROENTEROLOGY
443,"Disorders of liver except malig,cirr,alc hepa w/o CC/MCC",GASTROENTEROLOGY
444,Disorders of the biliary tract w MCC,GASTROENTEROLOGY
445,Disorders of the biliary tract w CC,GASTROENTEROLOGY
446,Disorders of the biliary tract w/o CC/MCC,GASTROENTEROLOGY
453,Combined anterior/posterior spinal fusion w MCC,SPINE
454,Combined anterior/posterior spinal fusion w CC,SPINE
455,Combined anterior/posterior spinal fusion w/o CC/MCC,SPINE
456,Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w MCC,OTHER ORTHOPAEDICS
457,Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w CC,OTHER ORTHOPAEDICS
458,Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w/o CC/MCC,OTHER ORTHOPAEDICS
459,Spinal fusion except cervical w MCC,SPINE
460,Spinal fusion except cervical w/o MCC,SPINE
461,Bilateral or multiple major joint procs of lower extremity w MCC ,MAJOR JOINT PROCEDURE
462,Bilateral or multiple major joint procs of lower extremity w/o MCC ,MAJOR JOINT PROCEDURE
463,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w MCC",OTHER ORTHOPAEDICS
464,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w CC",OTHER ORTHOPAEDICS
465,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w/o CC/MCC",OTHER ORTHOPAEDICS
466,Revision of hip or knee replacement w MCC,MAJOR JOINT PROCEDURE
467,Revision of hip or knee replacement w CC,MAJOR JOINT PROCEDURE
468,Revision of hip or knee replacement w/o CC/MCC,MAJOR JOINT PROCEDURE
469,Major joint replacement or reattachment of lower extremity w MCC,MAJOR JOINT PROCEDURE
470,Major joint replacement or reattachment of lower extremity w/o MCC,MAJOR JOINT PROCEDURE
471,Cervical spinal fusion w MCC,SPINE
472,Cervical spinal fusion w CC,SPINE
473,Cervical spinal fusion w/o CC/MCC,SPINE
474,Amputation for musculoskeletal sys & conn tissue dis w MCC,OTHER ORTHOPAEDICS
475,Amputation for musculoskeletal sys & conn tissue dis w CC,OTHER ORTHOPAEDICS
476,Amputation for musculoskeletal sys & conn tissue dis w/o CC/MCC,OTHER ORTHOPAEDICS
477,Biopsies of musculoskeletal system & connective tissue w MCC,OTHER ORTHOPAEDICS
478,Biopsies of musculoskeletal system & connective tissue w CC,OTHER ORTHOPAEDICS
479,Biopsies of musculoskeletal system & connective tissue w/o CC/MCC,OTHER ORTHOPAEDICS
480,Hip & femur procedures except major joint w MCC,OTHER ORTHOPAEDICS
481,Hip & femur procedures except major joint w CC,OTHER ORTHOPAEDICS
482,Hip & femur procedures except major joint w/o CC/MCC,OTHER ORTHOPAEDICS
483,Major joint & limb reattachment proc of upper extremity w CC/MCC,MAJOR JOINT PROCEDURE
484,Major joint & limb reattachment proc of upper extremity w/o CC/MCC,MAJOR JOINT PROCEDURE
485,Knee procedures w pdx of infection w MCC,OTHER ORTHOPAEDICS
486,Knee procedures w pdx of infection w CC,OTHER ORTHOPAEDICS
487,Knee procedures w pdx of infection w/o CC/MCC,OTHER ORTHOPAEDICS
488,Knee procedures w/o pdx of infection w CC/MCC,OTHER ORTHOPAEDICS
489,Knee procedures w/o pdx of infection w/o CC/MCC,OTHER ORTHOPAEDICS
490,Back & neck proc exc spinal fusion w CC/MCC or disc device/neurostim,SPINE
491,Back & neck proc exc spinal fusion w/o CC/MCC,SPINE
492,"Lower extrem & humer proc except hip,foot,femur w MCC",OTHER ORTHOPAEDICS
493,"Lower extrem & humer proc except hip,foot,femur w CC",OTHER ORTHOPAEDICS
494,"Lower extrem & humer proc except hip,foot,femur w/o CC/MCC",OTHER ORTHOPAEDICS
495,Local excision & removal int fix devices exc hip & femur w MCC,OTHER ORTHOPAEDICS
496,Local excision & removal int fix devices exc hip & femur w CC,OTHER ORTHOPAEDICS
497,Local excision & removal int fix devices exc hip & femur w/o CC/MCC,OTHER ORTHOPAEDICS
498,Local excision & removal int fix devices of hip & femur w CC/MCC,OTHER ORTHOPAEDICS
499,Local excision & removal int fix devices of hip & femur w/o CC/MCC,OTHER ORTHOPAEDICS
500,Soft tissue procedures w MCC,OTHER ORTHOPAEDICS
501,Soft tissue procedures w CC,OTHER ORTHOPAEDICS
502,Soft tissue procedures w/o CC/MCC,OTHER ORTHOPAEDICS
503,Foot procedures w MCC,OTHER ORTHOPAEDICS
504,Foot procedures w CC,OTHER ORTHOPAEDICS
505,Foot procedures w/o CC/MCC,OTHER ORTHOPAEDICS
506,Major thumb or joint procedures,OTHER ORTHOPAEDICS
507,Major shoulder or elbow joint procedures w CC/MCC,OTHER ORTHOPAEDICS
508,Major shoulder or elbow joint procedures w/o CC/MCC,OTHER ORTHOPAEDICS
509,Arthroscopy,OTHER ORTHOPAEDICS
510,"Shoulder,elbow or forearm proc,exc major joint proc w MCC",OTHER ORTHOPAEDICS
511,"Shoulder,elbow or forearm proc,exc major joint proc w CC",OTHER ORTHOPAEDICS
512,"Shoulder,elbow or forearm proc,exc major joint proc w/o CC/MCC",OTHER ORTHOPAEDICS
513,"Hand or wrist proc, except major thumb or joint proc w CC/MCC",OTHER ORTHOPAEDICS
514,"Hand or wrist proc, except major thumb or joint proc w/o CC/MCC",OTHER ORTHOPAEDICS
515,Other musculoskelet sys & conn tiss O.R. proc w MCC,OTHER ORTHOPAEDICS
516,Other musculoskelet sys & conn tiss O.R. proc w CC,OTHER ORTHOPAEDICS
517,Other musculoskelet sys & conn tiss O.R. proc w/o CC/MCC,OTHER ORTHOPAEDICS
533,Fractures of femur w MCC,OTHER ORTHOPAEDICS
534,Fractures of femur w/o MCC,OTHER ORTHOPAEDICS
